,1
175,"['운동', '개념', '진화', '질병', '신체', '건강', '추구', '헬스', '신체', '건강', '동시', '추구', '피트', '니스', '시대', '성공', '행복', '단련', '개념', '운동', '웰니스', '시대', '운동', '질병', '예방', '수명', '연장', '수단', '급변', '시대', '현실', '적응', '비약', '생존', '운동', '실천', '운동', '가치', '인식', '관심', '탈피', '과학', '검증', '최적', '운동', '가이드라인', '제공', '운동', '개념', '진화', '질병', '신체', '건강', '추구', '헬스', '신체', '건강', '동시', '추구', '피트', '니스', '시대', '성공', '행복', '단련', '개념', '운동', '웰니스', '시대', '운동', '문제', '운동', '부족', '운동', '실천', '운동', '가치', '인식', '관심', '탈피', '과학', '검증', '최적', '운동', '가이드라인', '제공', '가이드라인', '규칙', '운동', '실천', '전략', '습관']"
176,"['강좌', '실시간', '동영상', '제공', '강좌', '청시', '유념', '강좌', '내용', '웹툰', '킬링', '타임', '콘텐츠', '소비', '인문학', '바탕', '이해', '강좌', '차별', '해당', '작품', '주제', '논의', '내용', '강좌', '선택', '유념', '강좌', '수강신청', '학생', '학과', '고려', '개강', '약간', '변경', '변경', '계획서', '학생', '의견', '청취', '수정', '가능', '주차', '확정', '계획서', '제공', '이후', '세부', '내용', '변경', '가능', '웹툰', '환경', '학적', '분석', '웹툰', '문화', '현상', '이해', '주요', '작품', '인식', '지평', '목적', '만화', '웹툰', '문화', '산업', '급부상', '한국', '문화콘텐츠', '영역', '자리', '최근', '만화', '불량', '시선', '만화', '인식', '움직임', '목격', '만화', '웹툰', '부정성', '만화', '웹툰', '산업', '측면', '인간', '고민', '세계', '이해', '탐구', '만화', '웹툰', '시도', '강좌', '가지', '구성', '전반부', '웹툰', '생태', '태동', '발전', '과정', '오늘날', '웹툰', '소비', '이해', '후반부', '웹툰', '작품', '가운데', '주차', '주제', '대표', '작품', '선정', '분석', '오늘날', '웹툰', '매체', '선도', '사회', '이슈', '담론', '현황', '파악']"
177,"['인공지능', '인간', '지능', '행동', '기계', '구현', '방법', '철학', '이론', '이슈', '연구', '학문', '인공지능', '주제', '방법', '소개', '최신', '방법론', '딥러닝', '기계', '인공지능', '철학', '사회', '이론', '이슈', '원격수업', '진행', '인공지능', '정의', '필요', '인식', '인공지능', '최신', '방법론', '적용', '문제', '해결', '방법', '모색', '인공지능', '윤리', '고찰']"
178,"['인간', '정주역사', '자연', '관계', '시작', '수세기', '현재', '자연환경', '중요', '일부', '건축', '도시', '발전', '과정', '무시', '순위', '현재', '건축', '도시', '발전', '우선', '고려', '경향', '무엇', '중요', '문제', '자연', '조화', '건축', '환경', '구축', '다양', '방법', '자연환경', '조화', '공존', '모색', '건축', '과정', '방법', '자연', '건축', '환경', '구축', '가능', '자연', '조화', '추구', '인식', '제고', '필요', '논의', '주제', '세계', '존재', '우선', '자연', '거주', '환경', '구축', '과정', '인간', '존재', '양상', '자연', '건축', '구축', '현상', '일반', '거주', '개념', '현상', '이해', '건축', '무엇', '주제', '건축', '개념', '의미', '건축', '이해', '생각', '자연', '건축', '표현', '체험', '과제', '건축', '이해', '주제', '자연', '건축', '자연', '건축', '관계', '이해', '조화', '공존', '관계', '가능', '논의', '예술', '영화', '문화', '예술', '자연', '건축', '이야기', '영화', '자연', '건축', '이야기', '일상', '자연', '건축', '관계', '자연', '우리', '동네', '이야기', '자연환경', '동네', '도시', '환경', '공존', '체험', '과정', '학생', '자연', '건축', '의견', '생각', '정립', '지속', '가능', '우리', '도시', '미래', '모색', '계기', '제공', '건축', '자연환경', '관계', '고려', '인간', '필요', '환경', '구축', '건축', '자연', '상호', '불가분', '관계', '인간', '거주', '환경', '구축', '자연', '인간', '과정', '우리', '건축', '자연', '도시', '환경', '가치', '판단', '거주', '환경', '구축', '방안', '자연환경', '우리', '생활', '관계', '필요', '방법', '논의', '건축', '구축', '과정', '자연', '다양', '관계', '건축', '구축', '과정', '자연환경', '건축', '태도', '지속', '가능', '발전', '의미', '방법', '논의', '자연', '건축', '생각', '정립', '일상', '터전', '자연', '도시', '환경', '조성', '태도', '역할', '진작', '건축', '학생', '원활', '이해', '건축', '도시', '주제', '학생', '일상', '관점', '인문학', '관점', '문화', '예술', '관점', '위주', '이해', '구성', '원칙', '방식', '진행', '예정', '개선', '가능', '한도', '학교', '학생', '협의', '전환', '예정', '과제', '기준', '과제', '과제', '과제', '생각', '건축', '영화', '자연', '건축', '이야기', '우리', '동네', '자연', '이야기', '생각', '자연', '건축', '과제', '대면', '발표', '토론', '실습수업', '과제', '대치', '대면', '과제', '일부', '현장', '체험', '실습', '주제', '변환', '체험', '실습', '발표', '토론', '진행', '대면', '가능', '차별', '내용', '조정', '사전', '공지', '예정', '과제', '자신', '생각', '표현', '기준', '내용', '구체', '설명', '예정', '원활', '진행', '단톡방', '운영', '권장']"
179,"['장르문학', '마니아', '전유물', '창작물', '설명', '장르문학', '통속성', '선정', '자극', '상업', '산물', '장르문학', '향유', '감동', '미학', '충격', '설명', '장르문학', '오해', '해소', '그것', '미학', '특징', '구조', '탐색', '동시', '장르문학', '현대사회', '발전', '작업', '진행', '상상력', '이야기', '본능', '결국', '인간', '본질', '때문', '과거', '현재', '전개', '장르문학', '세계관', '공유', '미래', '상상력', '발휘', '시간', '판타지', '로맨스', '무협', '추리', '미스테리', '호러', '다양', '장르', '호러', '추리', '중심', '장르', '구분', '선명', '고전', '약식', '장르', '매체', '융합', '현대', '컨텐츠', '실제', '작품', '분석', '장르문학', '핵심', '과정', '인간', '욕망', '이해', '현대사회', '특징', '고찰', '인문학', '상상력', '고양', '계기', '마련']"
180,"['강좌', '전쟁', '유럽', '지식', '이해', '주안점', '역사', '고대', '중세', '근대', '현대', '대표', '주요', '전쟁', '중심', '진행', '주제', '시청각', '자료', '영화', '다큐멘터리', '활용', '교재', '내용', '자료', '제공', '강좌', '전쟁', '유럽', '역사', '이해', '시대', '대표', '주요', '전쟁', '배경', '특징', '전개', '양상', '결과', '과정', '서구', '역사', '지식', '이해', '주안점', '방식', '일정', '진행', '실시간', '상강', '진행', '중간시험', '기말시험', '대면', '진행', '예정', '과제', '방법', '실시간', '진행', '참석자', '체크', '점수', '부여', '이상', '이상', '부여', '과제', '과제', '도서', '하나', '선택', '서평', '용지', '페이지', '독창', '논리', '중간시험', '주관식', '서술형', '핵심', '개념', '설명', '내용', '논리', '유기', '구성', '기말시험', '주관식', '서술형', '핵심', '개념', '설명', '내용', '논리', '유기', '구성']"
181,"['강좌', '현대사회', '야기', '정신건강', '문제', '정신건강', '개념', '기준', '생애', '주기', '정신건강', '현대사회', '정신건강', '정신', '장애', '종류', '정신건강', '사회', '복지', '실천', '전망', '조명', '정신건강', '중요', '건강', '전반', '이해', '제공', '정신건강', '개념', '증상', '이해', '정신건강', '증진', '방안', '치료', '방법', '진행', '별도', '과제', '부여', '과제', '인정', '예시', '과제', '과제', '일자', '기준', '인정', '과제', '과제', '과제', '영화', '심리', '분석', '영화', '한편', '영화', '정신건강', '이슈', '심리학', '관점', '분석', '중간고사', '객관식', '주관식', '문항', '객관식', '주관식', '문항', '기준', '조퇴', '과제', '점', '점', '중간고사', '점', '만점', '점', '만점']"
182,"['중국', '세계', '무대', '영향력', '만큼', '대처', '전문인력', '양성', '중국어', '우선', '중요', '중국', '문화', '정치', '사회', '경제', '역사', '다방면', '중국', '이해', '중요', '중국', '모습', '전반', '이해', '변화', '중국', '대처', '능력', '도움', '개괄', '차원', '중국', '정보', '지식', '중국', '사회', '문화', '교양', '선택', '중국', '관심', '학생', '대상', '개설', '기대', '중국', '문화', '사회', '역사', '풍습', '다방면', '중국', '정신', '문화', '물질', '문화', '중국', '이해', '심화', '한중', '사회', '문화', '비교', '중국', '흥미', '중국', '건설', '이후', '중국사회', '변화', '흐름', '주요', '사건', '쟁점', '오늘날', '중국', '이해', '실시간', '화상강의', '시간', '한양대', '시스템', '진행']"
183,"['철학', '물음', '개관', '오늘날', '우리', '철학', '과제', '무엇', '전망', '인간', '신체', '존재', '정신', '존재', '인간', '신체', '외부', '환경', '감각', '자극', '인간', '정신', '가치', '범주', '관심', '철학', '오랫동안', '것', '범주', '본질', '특징', '궁구', '주제', '인식', '존재', '실천', '철학', '윤리학', '미학', '가치론', '분과', '학문', '철학', '근본', '탐구', '모델', '제시', '철학', '본래', '과업', '무엇', '통찰', '오늘날', '철학', '무엇', '궁구', '전망', '제공']"
184,"['교과', '영상', '편집', '프로그램', '활용', '영상', '편집', '기술', '기능', '효과', '적용', '개성', '영상', '편집', '도구', '편집', '프로그램', '특징', '컴퓨터', '자신', '영상', '편집', '흥미', '경험', '파일', '간직', '편집', '프로그램', '영상', '기회', '동영상', '편집', '기초', '방법', '다양', '편집', '도구', '시용']"
185,"['사전', '방식', '원격수업', '진행', '예술', '상업', '세기', '중반', '산업', '혁명', '이후', '등장', '키치', '모조', '위조품', '대량', '생산', '싸구려', '예술', '지칭', '고급', '문화', '정신', '여유', '당시', '부르주아', '시민', '계급', '물질', '문화', '키치', '아트', '이후', '영국', '미국', '대중', '문화', '기반', '예술', '표현', '운동', '의미', '아트', '키치', '대중', '문화', '기반', '외형', '공통점', '개념', '아트', '대중', '문화', '소재', '추상표현주의', '추구', '아래', '위로', '흐름', '키치', '고급', '예술', '효과', '아래', '흐름', '양자', '오늘날', '대중', '문화', '이해', '중요', '역사', '스타일', '대중', '문화', '이해', '필수', '요소', '키치', '아트', '모던', '아트', '역사', '차지', '위상', '중요', '미술관', '대중', '문화', '전반', '내용', '키치', '아트', '감각', '연결', '비평', '키치', '감수', '아트', '감각', '모두', '예술가', '기초', '마련']"
186,"['정보화시대', '자신', '의견', '개진', '중요', '능력', '가운데', '하나', '상대', '존중', '의사', '전달', '이론', '실무', '결합', '진행', '분야', '주제', '탐구', '자신', '의견', '학우', '공유', '소통', '능력', '배양', '학문', '기초', '사회', '필수', '역량', '읽기', '쓰기', '듣기', '연습', '사고', '표현', '의의', '타인', '토론', '협상', '필요', '의사소통', '능력', '함양', '토론', '협상', '설득', '아리스토텔레스', '제시', '설득', '요소', '에토스', '로고스', '파토스', '함양', '아카데미', '디베이트', '실습', '비판', '사고력', '실전', '토론', '실시간', '병행']"
187,"['해당', '주제', '흥미', '동영상', '자료', '프랑스', '관광', '프랑스', '문화', '프랑스', '현대', '영화', '감상', '프랑스', '현지', '생활', '문화', '관광', '연관', '문화', '소개', '견본', '제시', '진행', '주제', '학생', '평소', '프랑스', '사항', '초점', '내용', '학생', '과정', '호기심', '흥미', '동안', '유용', '프랑스', '배낭', '여행', '과정', '입국', '숙소', '환전', '식사', '까페', '쇼핑', '관광', '공연', '관람', '문화', '티켓', '귀국', '프랑스', '현지', '실용', '정보', '파워', '포인트', '소개', '프랑스', '문화', '사회', '근본', '역사', '정치', '교육', '예술', '언어', '지리', '국민성', '다양', '개괄', '접근', '프랑스', '문화', '전통', '프랑스인', '사고', '생활', '양식', '세계', '문화', '코드', '프랑스', '와인', '프랑스', '음식', '프랑스', '영화', '샹송', '이해', '업그레이드', '글로벌', '감각', '매너', '문제', '접근', '교재', '프랑스', '문화', '프랑스', '문화', '사회', '관광', '다양', '분석', '실체', '학생', '프랑스', '문화', '사회', '관광', '내용', '흥미', '방법', '이해']"
188,"['학생', '사업', '제안', '면접', '투자', '명회', '다양', '프레젠테이션', '청중', '설득', '행동변화', '유도', '사업', '채택', '입사', '입학', '성공', '투자', '유치', '성공', '기업', '회의', '면접', '다양', '프레젠테이션', '청중', '이해', '설득', '기획', '구성', '실행', '필요', '기법', '사례', '프레젠테이션', '시간', '제약', '발표자', '사람', '다수', '사람', '상대', '소통', '커뮤니케이션', '과정', '커뮤니케이션', '상대방', '메시지', '해석', '과정', '정의', '설득', '커뮤니케이션', '관점', '프레젠테이션', '역할', '목적', '이해', '주제', '목적', '부합', '효과', '방법', '토대', '프레젠테이션', '발표', '내용', '작성', '방법', '단순', '텍스트', '활용', '형식', '정형', '프레젠테이션', '청중', '기억', '메시지', '효과', '전달', '프레젠테이션', '구성', '슬라이드', '이해', '시각화', '방법', '실습', '자신', '프레젠테이션', '전달', '관점', '메시지', '핵심', '작성', '이상', '시각', '효과', '적용', '방법', '성공', '프레젠테이션', '능력', '함양']"
189,"['학생', '사업', '제안', '면접', '투자', '명회', '다양', '프레젠테이션', '청중', '설득', '행동변화', '유도', '사업', '채택', '입사', '입학', '성공', '투자', '유치', '성공', '기업', '회의', '면접', '다양', '프레젠테이션', '청중', '이해', '설득', '기획', '구성', '실행', '필요', '기법', '사례', '프레젠테이션', '시간', '제약', '발표자', '사람', '다수', '사람', '상대', '소통', '커뮤니케이션', '과정', '커뮤니케이션', '상대방', '메시지', '해석', '과정', '정의', '설득', '커뮤니케이션', '관점', '프레젠테이션', '역할', '목적', '이해', '주제', '목적', '부합', '효과', '방법', '토대', '프레젠테이션', '발표', '내용', '작성', '방법', '단순', '텍스트', '활용', '형식', '정형', '프레젠테이션', '청중', '기억', '메시지', '효과', '전달', '프레젠테이션', '구성', '슬라이드', '이해', '시각화', '방법', '실습', '자신', '프레젠테이션', '전달', '관점', '메시지', '핵심', '작성', '이상', '시각', '효과', '적용', '방법', '성공', '프레젠테이션', '능력', '함양']"
190,"['외국인', '유학생', '전용', '강좌', '유학생', '한국', '문화', '역사', '한국어', '유학', '한국', '생활', '도움', '한국', '언어', '역사', '한국', '전반', '이해', '영향', '진행', '한국어', '이해', '역사', '공부', '한국', '전반', '이해', '과거', '한국', '이해', '현재', '한국', '이해', '바탕', '한국', '유학', '생활', '어려움', '하나', '유학', '이해', '영상', '시각', '자료', '중심', '진행', '활동', '취도', '특별', '교재', '자료', '활용', '진행']"
191,"['남녀', '동등', '진학률', '고시', '여풍', '알파', '등장', '제도', '결혼', '이유', '퇴직', '임신', '출산', '이유', '산전', '휴가', '육아', '휴직', '출산', '이후', '계속', '여건', '능력', '여성', '사회', '성공', '성취', '사회', '사람', '우리', '사회', '교육', '직업', '영역', '젠더', '평등', '이야기', '평등', '여성학', '여성주의', '관점', '가부장', '전통', '역사', '형성', '결혼', '제도', '가족', '제도', '섹슈얼리티', '인간', '관계', '조직', '제도', '관행', '현대사회', '여성', '변형', '지속', '문제', '사회', '현상', '조사', '자료', '토대', '해결', '모색', '전반부', '가족', '노동', '여성', '국가', '주류', '정책', '포괄', '검토', '후반부', '사랑', '여성', '중심', '매매', '동성애', '낙태', '젠더', '관점', '포괄', '검토', '차별', '사회', '구조', '이슈', '생각', '한국', '사회', '여성', '남성', '정체', '사랑', '섹슈얼리티', '가족', '노동', '국가', '구성', '토대', '현재', '성별', '사회', '대안', '평등', '사회', '모색', '지식', '지혜', '통찰력']"
192,"['남녀', '동등', '진학률', '고시', '여풍', '알파', '등장', '제도', '결혼', '이유', '퇴직', '임신', '출산', '이유', '산전', '휴가', '육아', '휴직', '출산', '이후', '계속', '여건', '능력', '여성', '사회', '성공', '성취', '사회', '사람', '우리', '사회', '교육', '직업', '영역', '젠더', '평등', '이야기', '평등', '여성학', '여성주의', '관점', '가부장', '전통', '역사', '형성', '결혼', '제도', '가족', '제도', '섹슈얼리티', '인간', '관계', '조직', '제도', '관행', '현대사회', '여성', '변형', '지속', '문제', '사회', '현상', '조사', '자료', '토대', '해결', '모색', '전반부', '가족', '노동', '여성', '국가', '주류', '정책', '포괄', '검토', '후반부', '사랑', '여성', '중심', '매매', '동성애', '낙태', '젠더', '관점', '포괄', '검토', '차별', '사회', '구조', '이슈', '생각', '한국', '사회', '여성', '남성', '정체', '사랑', '섹슈얼리티', '가족', '노동', '국가', '구성', '토대', '현재', '성별', '사회', '대안', '평등', '사회', '모색', '지식', '지혜', '통찰력']"
193,"['교양', '심화', '프랑스어', '과정', '선수', '기초', '프랑스어', '초급', '프랑스어', '교양', '프랑스어', '프랑스어', '입문', '과정', '이수', '학생', '대상', '오늘날', '해외', '박람회', '컨퍼런스', '국제', '이벤트', '참가', '기업', '채용', '면접', '과정', '영어', '외국어', '구사', '지원자', '선호', '프랑스어', '유럽', '아프리카', '세계', '프랑코포니', '인구', '증가', '관심', '교양', '언어', '학생', '커리어', '향상', '양질', '뒷받침', '교양', '심화', '프랑스어', '기초', '프랑스어', '수준', '단계', '업그레이드', '기획', '과정', '일상', '생활', '생활', '프랑스어', '표현', '반복', '체계', '인물', '기관', '기업', '프로젝트', '정보', '프랑코포니', '사람', '공통', '관심', '주제', '대화', '정도', '의사소통', '능력', '배양', '중점', '문자', '메신저', '활용', '문장', '기초', '작문', '연습', '추가', '교양', '심화', '프랑스어', '영어', '진행', '외국어', '프랑스어', '교육법', '활용', '점차', '프랑스어', '반복', '설명', '학생', '프랑스어', '문화', '접근성', '친화성', '도움']"
194,"['그림책', '테라피', '독서', '치유', '원리', '이용', '그림책', '자기', '자신', '실습', '그림책', '테라피', '이론', '학생', '자신', '이야기', '때문', '방역', '지침', '변동', '일시', '진행', '원칙', '자신', '상태', '스스로', '갈피', '문제', '문제', '직면', '용기', '학생', '자기', '자신', '학생', '마디', '누구', '생각', '중요', '문제', '정도', '미니', '이후', '그림책', '소감', '차별', '주제', '활동', '자신', '주제', '페이지', '분량', '에세이', '과제', '발표', '시간', '차별', '그림책', '권장', '효과', '때문', '예습', '적극', '핵심', '다섯', '제물', '학생', '근거', '제물', '시간', '발표', '글', '제물', '최종', '레포트', '학생', '그림책', '인물', '이야기', '그림', '자신', '인상', '부분', '자기', '투사', '자신', '가치관', '타인관', '세계관', '고정', '생각', '인지', '학생', '이야기', '우리', '차별', '시각', '이해', '기회', '능력', '글쓰기', '과제', '자신', '내면', '성찰', '예정']"
195,"['그림책', '테라피', '독서', '치유', '원리', '이용', '그림책', '자기', '자신', '실습', '그림책', '테라피', '이론', '학생', '자신', '이야기', '때문', '방역', '지침', '변동', '일시', '진행', '원칙', '자신', '상태', '스스로', '갈피', '문제', '문제', '직면', '용기', '학생', '자기', '자신', '학생', '마디', '누구', '생각', '중요', '문제', '정도', '미니', '이후', '그림책', '소감', '차별', '주제', '활동', '자신', '주제', '페이지', '분량', '에세이', '과제', '발표', '시간', '차별', '그림책', '권장', '효과', '때문', '예습', '적극', '핵심', '다섯', '제물', '학생', '근거', '제물', '시간', '발표', '글', '제물', '최종', '레포트', '학생', '그림책', '인물', '이야기', '그림', '자신', '인상', '부분', '자기', '투사', '자신', '가치관', '타인관', '세계관', '고정', '생각', '인지', '학생', '이야기', '우리', '차별', '시각', '이해', '기회', '능력', '글쓰기', '과제', '자신', '내면', '성찰', '예정']"
196,"['학교', '생애', '과정', '급변', '현대사회', '우리', '변화', '환경', '적응', '교과', '기억', '니즘', '이해', '자신', '전략', '평생', '사회', '발판', '기억력', '향상', '전략', '메타', '전략', '성공', '자기', '주도', '훈련', '차시', '예습', '복습', '성찰', '단계', '진행', '주도', '전제', '기억', '개념', '이론', '강의식', '진행', '전략', '수립', '중심', '실습', '병행', '이론', '진행', '실습', '활동', '대면', '진행', '원칙', '하나', '변동', '실시간', '진행', '실시간', '학생', '카메라', '중간고사', '고사', '진행', '대면', '변동', '가능']"
197,"['노동', '주요', '철학', '견해', '검토', '노동', '문제', '접근', '이론', '토대', '마련', '자본주의', '전개', '과정', '노동자', '권리', '연대', '의식', '획득', '확대', '역사', '고찰', '오늘날', '노동', '현실', '비판', '접근', '학생', '노동', '인권', '현재', '이해', '한국', '사회', '구조', '심층', '이해', '하나', '관점', '영화', '드라마', '소설', '웹툰', '대중', '가요', '다양', '미디어', '매체', '노동', '인권', '문제', '접근', '노동', '문제', '추상', '이론', '문제', '우리', '직접', '연결', '구체', '문제', '실감', '노동', '주요', '철학', '견해', '노동', '현실', '접근', '이론', '토대', '마련', '실제', '노동', '현실', '노동', '운동', '역사', '검토', '수강', '인권', '노동', '인식', '함양', '과정', '소설', '영화', '문화', '매체', '노동', '모습', '검토', '우리', '나라', '노동', '인권', '현황', '문제점', '구체', '파악', '이용', '실시간', '여부', '비율', '수강', '의견', '존중', '결정', '예정']"
198,"['법률가', '정책', '인권', '활동가', '소위', '전문가', '영역', '인식', '사회', '소수자', '인권', '문제', '우리', '모두', '연관', '보편', '이슈', '현상', '확장', '수강', '우리', '사회', '구성', '주체', '하나', '사회', '소수자', '인권', '현황', '당면', '과제', '탐색', '소수자', '국민', '향상', '방안', '모색', '여성', '장애', '아동', '청소년', '노인', '이주자', '다양', '사회', '소수자', '취약', '계층', '쟁점', '도서', '신문', '영화', '자료', '실제', '사례', '수강', '사회', '소수자', '목소리', '경험', '심층', '탐구', '인권', '현황', '파악', '개선', '방안', '모색', '사태', '수강', '안전', '최대한', '보장', '형식', '실시간', '화상강의', '진행']"
199,"['경영컨설팅', '산업', '사회', '발전', '컨설팅', '분야', '대표', '업종', '각광', '종사', '경영', '컨설턴트', '존재', '가치', '급변', '미래', '사회', '경영컨설팅', '분야', '다양', '필요', '증가', '전망', '전체', '개요', '실제', '사례', '연구', '경영컨설팅', '세계', '이해', '중요', '미래', '사회', '경영컨설팅', '변화', '방향', '경영', '역량', '생각', '확장', '자신', '커리어', '관점', '진행', '진행', '실시간', '화상강의', '필요시', '사전', '별도', '예정', '경영컨설팅', '개념', '이해', '미래', '사회', '필요', '전망', '이해', '경영컨설팅', '산업', '동향', '분야', '경영', '컨설턴트', '역할', '필요', '역량', '컨설팅', '업무', '기술', '파악', '경영컨설팅', '과정', '체계', '방법', '이해', '과제', '실습']"
200,"['등록', '장애', '시대', '장애인', '권익', '옹호', '미디어', '역할', '기능', '중요', '장애', '미디어', '연구', '관점', '미디어', '장애', '관계', '역할', '장애', '재현', '역사', '장애인', '미디어', '수용', '변용', '미디어', '산업', '장애', '위치', '영향력', '미디어', '장애', '인식', '개선', '장애인', '미디어', '정치', '이슈', '국내외', '사례', '수강', '기회', '미디어', '장애', '지식', '감수', '향상', '다양', '존중', '문화', '시민', '성장', '필요', '역량', '수강', '장애', '미디어', '이슈', '장애', '이해', '미디어', '해독', '능력', '향상', '사태', '수강', '안전', '최대한', '보장', '형식', '실시간', '진행']"
201,"['젠더', '혁신', '젠더', '분석', '하나', '도구', '활용', '지식', '창출', '혁신', '기술', '개발', '과정', '젠더', '혁신', '프로젝트', '과학', '기술인', '실용', '젠더', '분석', '방법', '이해', '젠더', '분석', '혁신', '연구', '결과', '도출', '구체', '사례연구', '제시', '과학', '기술', '분야', '젠더', '분석', '방법', '적용', '젠더', '편견', '발견', '편견', '사회', '경제', '분야', '영향', '이해', '젠더', '분석', '활용', '기존', '연구', '편견', '제거', '과학', '의학', '공학', '분야', '연구', '정책', '관행', '아이디어', '제시', '기술', '개발', '병행', '진행', '이후', '대면', '진행', '지침', '변동']"
202,"['치료', '음악', '세계', '기초', '개념', '이해', '정신', '질병', '육체', '질병', '종류', '음악', '역할', '치료', '음악', '연주', '치료', '동영상', '감상', '이해', '유명', '음악가', '아픔', '음악', '연주', '동영상', '감상', '치료', '음악', '세계', '기초', '개념', '이해', '정신', '질병', '육체', '질병', '종류', '음악', '역할', '치료', '음악', '연주', '치료', '동영상', '감상', '이해', '치료', '음악', '세계', '음악', '사회', '중요', '인지', '글로벌', '세계', '언어', '음악', '도움', '치료', '이해', '유명', '음악가', '아픔', '음악', '연주', '동영상', '감상', '타인', '이해', '음악', '역할', '중요', '필연', '이해', '위험', '계속', '동영상', '예정', '중간고사', '진행', '위험', '전환']"
203,"['전쟁', '상처', '고찰', '전쟁', '무엇', '인간', '전쟁', '전쟁', '상처', '최소', '질문', '동안', '학생', '분쟁', '국제', '정치', '이해', '평화', '공존', '세상', '자신', '생각', '기회', '제공', '국제', '분쟁', '전문', '다큐멘터리', '세계', '주요', '분쟁', '취재', '개인', '경험', '소개', '학생', '국제', '분쟁', '전쟁', '저널리스트', '활동', '간접', '체험', '기회', '제공', '방법', '실시간', '화상강의', '국제', '분쟁', '학생', '관심', '이해', '증진', '세상', '분쟁', '보도', '미디어', '분쟁', '보도', '전쟁', '양상', '중요', '미디어', '역할', '이해', '심화', '미디어', '제공', '정보', '선택', '수용', '능력', '향상', '국제', '사회', '흐름', '정확', '능력', '함양']"
204,"['오늘날', '4차산업혁명', '우리', '부분', '인공지능', '의존', '과거', '인간', '영역', '인공지능', '기술', '대신', '인간', '자리', '위협', '인공지능', '우리', '무엇', '기계', '인간', '효율', '인간', '사회', '자리', '우리', '인간', '인간', '생각', '기계', '인간', '인간', '독창', '고민', '필요', '인공지능', '알고리즘', '순차', '반복', '진행', '인간', '직관', '바탕', '관계', '이것', '합리', '공감', '바탕', '인간', '능력', '과학', '다양', '키워드', '공유', '디자인', '영역', '디자인', '본능', '직관', '동시', '과학', '성향', '동시', '때문', '진화', '기술', '세계', '인류', '소유', '구현', '잠재', '역량', '디자인', '사례', '인간', '생각', '감성', '추상', '부분', '자극', '학생', '무궁', '사고', '생각', '순수', '감수', '내포', '잠재력', '능력', '입시', '교육', '교육', '환경', '학생', '본인', '스스로', '무엇', '무엇', '무엇', '표현', '상호', '작용', '인간관계', '서로', '이해', '이해', '단절', '관계', '상처', '그것', '자아', '스스로', '사람', '인정', '시작', '세계', '디자인', '사례', '경험', '개인', '가치관', '정체', '역사', '철학', '제품', '가치', '문화', '사례', '문화', '이해', '각자', '스스로', '생각', '관점', '시작', '표현', '학생', '표현', '인간', '추상', '부분', '직관력', '중심', '진보', '사회', '과학', '현상', '방향', '역할', '기대']"
205,"['셰익스피어', '영국', '세계', '최고', '극작가', '작품', '문학', '유희', '이상', '작품', '인간', '본성', '윤리', '사상', '오늘날', '영향', '초반', '비극', '햄릿', '오델로', '베드', '리어', '작품', '주인공', '인생', '가치관', '윤리', '의식', '독자', '이것', '세기', '현대인', '시각', '인간', '본성', '논의', '오늘날', '사회상', '해석', '필요', '셰익스피어', '심리학', '학생', '셰익스피어', '다양', '작품', '희극', '비극', '역사극', '심리', '철학', '이해', '작품', '주인공', '성격', '파악', '인간', '윤리', '가치관', '논의', '사건', '전개', '해결', '방안', '모색', '비판', '사고', '21세기', '오늘날', '청년', '입장', '인생', '지혜', '철학', '사상', '기반']"
206,"['인류', '역사', '존재', '패션', '정치', '사회', '문화', '예술', '상호', '작용', '인류', '발전', '원동력', '현대사회', '패션', '개인', '취향', '집단', '사회', '문화', '가치', '상징', '지표', '시각', '커뮤니케이션', '수단', '발휘', '패션', '다각', '통찰', '오늘날', '소통', '공감', '시대', '중요', '인간', '사회', '패션', '관계', '관점', '탐구', '패션', '주체', '시각', '패션', '매개', '타인', '이해', '실시간', '화상', '진행', '나머지', '중심', '운영', '인류', '패션', '관계', '관점', '패션', '의미', '효용', '가치', '이해', '우리', '요소', '패션', '통찰', '숙한', '생활', '소양']"
207,"['세상', '인공지능', '거대', '파도', '밀접', '연관', '시대', '우리', '대학', '인문', '학생', '눈높이', '인공지능', '핵심', '요소', '제공', '인공지능', '핵심', '요소', '제공', '우리', '대학', '인문', '학생', '넘사벽', '인공지능', '원리', '이해', '이수한', '학생', '자신', '분야', '경쟁력', '산업', '시대', '준비', '체력', '제공', '강좌', '목적']"
