,1
540,"['공통', '기초', '필수', '신입생', '대학생활', '적응', '이해', '바탕', '진로비전', '설계', '신입생', '전공교수', '학습자소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학생활', '적응', '이해', '기초', '중심', '교수', '방법', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입생', '자기', '이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', '교수', '방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
541,"['공통', '기초', '필수', '신입생', '대학생활', '적응', '이해', '바탕', '진로비전', '설계', '신입생', '전공교수', '학습자소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학생활', '적응', '이해', '기초', '중심', '교수', '방법', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입생', '자기', '이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', '교수', '방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
542,"['공통', '기초', '필수', '신입생', '대학생활', '적응', '이해', '바탕', '진로비전', '설계', '신입생', '전공교수', '학습자소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학생활', '적응', '이해', '기초', '중심', '교수', '방법', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입생', '자기', '이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', '교수', '방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
543,"['공통', '기초', '필수', '신입생', '대학생활', '적응', '이해', '바탕', '진로비전', '설계', '신입생', '전공교수', '학습자소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학생활', '적응', '이해', '기초', '중심', '교수', '방법', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입생', '자기', '이해', '교수자-학습자', '학습자-학습자', '학습자', '환경', '소통', '이해', '대학생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', '교수', '방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
544,"['공통', '기초', '필수', '신입생', '대학생활', '적응', '이해', '바탕', '진로비전', '설계', '신입생', '전공교수', '학습자소그룹', '내외', '소통', '이해', '분야', '현장', '요구', '역량', '진로', '비전', '설계', '대학생활', '적응', '이해', '기초', '중심', '교수', '방법', '바탕', '협동', '필요', '역량', '문제해결능력', '함양', '사회', '스킬', '신입생', '자기', '이해', '교수자-학습자', '학습자-학습자', '학습자-학습환경', '소통', '이해', '대학생활', '적응', '능동', '진로', '비전', '설계', '수강', '수강', '역량', '함양', '기대', '교수', '방법', '이해', '구성', '진행', '방식', '역할', '구체', '설명', '소그룹', '공동체', '의미', '이해', '공동체', '활동', '적극', '현장', '특성', '구조', '문제', '해결', '자기', '주도', '계획']"
545,"['인공지능', '전통', '인공지능', '출발', '현재', '기계', '딥러닝', '기존', '산업', '구조', '전반', '속도', '4차산업혁명', '기술', '자신', '빅데이터', '인터넷', '명령문', '그래프', '결과', '기계학습', '코드', '예측', '결과', '흥미', '재미', '구성', '인공지능', '빅데이터', '입력', '가공', '분석', '빅데이터', '분석기술', '필요', '인공지능', '미래', '사회', '중요', '부각', '파이썬', '기초', '빅데이터', '분석', '인공지능', '기초', '지식', '확립']"
546,"['인공지능', '기술', '발전', '확산', '변화', '미래', '사회', '파이썬', '머신러닝', '딥러닝', '분석', '기법', '인공지능', '머신러닝', '딥러닝', '개념', '이해', '설명', '파이썬', '활용', '머신러닝', '딥러닝', '분석', '기법', '응용', '능력']"
547,"['대학생활', '사회생활', '원활', '의사소통', '필요', '글쓰기능력', '함양', '마련', '전반부', '요건', '주제잡기', '구성과개요', '바른문장쓰기', '맞춤법', '글쓰기', '일반', '후반부', '목적', '자기', '소개서', '학술보고서', '쓰기', '글쓰기', '쓰기', '대학생활', '사회생활', '글쓰기', '커리큘럼', '구성', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트', '요건', '이해', '주제잡기', '서술', '방식', '글쓰기', '전반', '이론', '대학생활', '사회', '진출', '필요', '글쓰기', '실제', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트']"
548,"['필요', '자질', '글쓰기', '과정', '자신', '생각', '정확', '표현', '시간', '반복', '훈련', '생각', '그것', '표현', '능력', '자신', '저장고', '지향', '필요', '자질', '반복', '훈련', '자신', '스타일', '에세이', '창작', '진행']"
549,"['목적', '글쓰기', '기초', '지식', '습득', '연습', '일상', '생활', '효과', '활용', '글쓰기능력', '함양', '대학', '사회생활', '필요', '최소한', '기초', '능력', '시작', '논리', '비판', '능력', '문제해결능력', '배양', '중점', '주입', '위주', '국어', '작문', '교육', '자유', '창의', '상상력', '합리', '비판', '사고', '표현', '능력', '배양', '교과', '현대사회', '요구', '능력', '리더', '요건', '제시', '창조', '비판', '사유능력', '정확', '표현', '능력', '마련', '대부분', '학생', '글쓰기', '부담', '거부', '부정', '해소', '글쓰기능력', '중요', '인식', '글쓰기', '기초', '이론', '중점', '동시', '담당', '교수', '첨삭', '지도', '창조', '사고', '형식', '표현', '정확', '글쓰기능력', '함양', '문제', '파악', '해결', '과정', '논리', '사고', '논거', '논리', '전개', '표현', '표현', '능력', '발전', '도모', '진행', '기말시험', '대면', '원칙', '정부', '방역', '체계', '강화', '전환']"
550,"['글쓰기', '주변', '사물', '현상', '이해', '해석', '일련', '과정', '언어', '표현', '세상', '소통', '아카데믹', '쓰기', '주체', '능력', '비판', '사고력', '표현', '글쓰기', '타인', '소통', '능력', '증진', '우리', '세상', '소통', '세상', '원활', '소통', '자신', '생각', '의견', '논리', '표현', '거기', '자신', '생각', '감성', '오롯', '표현', '상대방', '공감', '이성', '감성', '계발', '소통', '능력', '증진', '글쓰기능력', '개인', '고정관념', '시각', '세계', '능력', '창의', '사고', '바탕', '목적', '글쓰기능력', '함양', '활용', '실시간', '상강', '진행', '종료', '전환']"
551,"['교과', '우리', '사회', '요구', '능력', '리더', '요건', '제시', '창조', '비판', '사유능력', '정확', '표현', '능력', '마련', '교과', '대상', '세계', '인간', '인식', '연습', '창조', '비판', '실제', '표현', '훈련', '지속', '실행', '교과', '사회', '필요', '인재', '자질', '함양', '성숙', '인간', '교양인', '자질', '함양']"
552,"['교과', '실용문', '보고서', '제안서', '기획', '요소', '설명', '글쓰기', '단계', '실제', '연습', '목적', '작문', '능력', '글쓰기', '경험', '자신', '타인', '관찰', '향상', '훈련', '기회', '이론', '실습', '병행', '이론', '수강', '실제', '작문', '훈련', '기회', '공지', '한양대학교', '포털', '로그인', '강의실', '보고서', '작문', '자료', '해당', '사이트', '과제', '메뉴', '당일', '수강', '인정', '이상', '수강', '인정', '기간', '주일', '수강', '근거', '자료', '별도', '필요', '해당', '콘텐츠', '미만', '수강', '조퇴', '근거', '자료', '별도', '필요', '실시간', '접속', '입장', '순서', '구체', '시간', '별도', '공지']"
553,"['교과', '실용문', '보고서', '제안서', '기획', '요소', '설명', '글쓰기', '단계', '실제', '연습', '목적', '작문', '능력', '글쓰기', '경험', '자신', '타인', '관찰', '향상', '훈련', '기회', '이론', '실습', '병행', '이론', '수강', '실제', '작문', '훈련', '기회', '공지', '한양대학교', '포털', '로그인', '강의실', '보고서', '작문', '자료', '해당', '사이트', '과제', '메뉴', '당일', '수강', '인정', '이상', '수강', '인정', '기간', '주일', '수강', '근거', '자료', '별도', '필요', '해당', '콘텐츠', '미만', '수강', '조퇴', '근거', '자료', '별도', '필요', '실시간', '접속', '입장', '순서', '구체', '시간', '별도', '공지']"
554,"['의사', '소통', '도구', '하나', '글쓰기', '강좌', '명이', '아카데믹', '글쓰기', '문학', '글쓰기', '예정', '글쓰기', '전반', '습득', '글쓰기', '이론', '글쓰기', '방법', '형식', '내용', '실습', '도움', '아카데믹', '글쓰기', '이론', '실습', '중점', '글쓰기', '이론', '습득', '글쓰기', '방법', '이론', '바탕', '실습', '실시', '예정', '진행']"
555,"['글쓰기', '사물', '현상', '이해', '해석', '일련', '과정', '결과', '언어', '표현', '아카데믹', '글쓰기', '교과', '학생', '창의', '사고', '바탕', '세계', '다양', '이해', '각각', '특성', '방식', '전략', '능력', '함양', '목적', '교과', '인간', '이해', '자유', '상상력', '창의', '비판', '표현', '글쓰기', '학생', '개개인', '주체', '사유능력', '글쓰기능력', '발휘', '교육', '의사소통', '행위', '글쓰기', '성격', '이해', '자유', '적극', '자신', '표현', '의사소통', '능력', '증진', '수강', '자신', '대상', '정확', '효과', '표현', '글쓰기', '전략', '실습', '체화', '기회', '제공', '글쓰기', '자신', '사고', '확장', '제반', '문제', '해결', '적극', '과정', '이해', '능동', '수', '태도', '함양', '사태', '한시', '방식', '진행', '실시간', '위주', '편성']"
556,"['대학생활', '사회생활', '원활', '의사소통', '필요', '글쓰기능력', '함양', '마련', '전반부', '요건', '주제잡기', '구성과개요', '바른문장쓰기', '맞춤법', '글쓰기', '일반', '후반부', '목적', '자기', '소개서', '학술보고서', '쓰기', '글쓰기', '쓰기', '대학생활', '사회생활', '글쓰기', '커리큘럼', '구성', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트', '요건', '이해', '주제잡기', '서술', '방식', '글쓰기', '전반', '이론', '대학생활', '사회', '진출', '필요', '글쓰기', '실제', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트']"
557,"['글쓰기', '자신', '생각', '표현', '동안', '훈련', '생각', '이해', '판단', '중시', '주입식', '교육', '자신', '생각', '진실', '표현', '자신', '생각', '체계', '정리', '생각', '무엇', '중요', '생각', '상상력', '창의', '사고력', '학문', '글쓰기', '필요', '지식', '습득', '활용', '주장', '논증', '방법', '고찰', '능력', '재고', '시대', '사고방식', '상상력', '창의', '사고력', '요구', '선입견', '고정', '관념', '제거', '생각', '대상', '인식', '대상', '인식', '자아', '정체', '확립', '중요', '정보', '기하급수', '증가', '우리', '요구', '자질', '정보', '섭렵', '능력', '주견', '자신', '문제', '의식', '필요', '정보', '선취', '분석', '능력', '때문', '자신', '기질', '문체', '사회', '관점', '일체', '정체', '규정', '확립']"
558,"['의사', '소통', '도구', '하나', '글쓰기', '강좌', '명이', '아카데믹', '글쓰기', '문학', '글쓰기', '예정', '글쓰기', '전반', '습득', '글쓰기', '이론', '글쓰기', '방법', '형식', '내용', '실습', '도움', '아카데믹', '글쓰기', '이론', '실습', '중점', '글쓰기', '이론', '습득', '글쓰기', '방법', '이론', '바탕', '실습', '실시', '예정', '진행']"
559,"['글쓰기', '사물', '현상', '이해', '해석', '일련', '과정', '결과', '언어', '표현', '아카데믹', '글쓰기', '학생', '창의', '사고', '바탕', '세계', '다양', '이해', '각각', '특성', '방식', '전략', '능력', '함양', '목적', '교과', '인간', '이해', '자유', '상상력', '창의', '비판', '표현', '글쓰기', '학생', '개개인', '주체', '사유능력', '글쓰기능력', '발휘', '교육', '영향', '이번', '원격수업', '진행', '아카데믹', '글쓰기', '달성', '교육', '첫째', '글쓰기', '가지', '기능', '장치', '효율', '전달', '방식', '둘째', '영역', '글쓰기', '사고', '체험', '영역', '셋째', '고정', '관념', '우리', '현실', '성찰', '계기', '마련', '넷째', '세계', '성찰', '인식', '수단', '효과', '표현', '능력']"
560,"['대학생활', '사회생활', '원활', '의사소통', '필요', '글쓰기능력', '함양', '마련', '전반부', '요건', '주제잡기', '구성과개요', '바른문장쓰기', '맞춤법', '글쓰기', '일반', '후반부', '목적', '자기', '소개서', '학술보고서', '쓰기', '글쓰기', '쓰기', '대학생활', '사회생활', '글쓰기', '커리큘럼', '구성', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트', '요건', '이해', '주제잡기', '서술', '방식', '글쓰기', '전반', '이론', '대학생활', '사회', '진출', '필요', '글쓰기', '실제', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트']"
561,"['설명', '주입', '위주', '교육', '지양', '자유', '창의', '사고', '대학', '글쓰기', '소양', '분야', '실용', '글쓰기', '체득', '대학', '사회생활', '필요', '실용', '글쓰기능력', '배양', '중점', '아카데믹', '글쓰기', '달성', '교육', '첫째', '글쓰기', '가지', '기능', '장치', '효율', '전달', '방식', '둘째', '설명', '묘사', '서사', '논증', '다양', '서술', '방식', '보고서', '자기', '소개서', '실용', '글쓰기능력', '셋째', '수단', '효과', '표현', '능력', '원격수업', '방법']"
562,"['글쓰기', '사물', '현상', '이해', '해석', '일련', '과정', '결과', '언어', '표현', '아카데믹', '글쓰기', '학생', '창의', '사고', '바탕', '세계', '다양', '이해', '각각', '특성', '방식', '전략', '능력', '함양', '목적', '교과', '인간', '이해', '자유', '상상력', '창의', '비판', '표현', '글쓰기', '학생', '개개인', '주체', '사유능력', '글쓰기능력', '발휘', '교육', '영향', '이번', '원격수업', '진행', '아카데믹', '글쓰기', '달성', '교육', '첫째', '글쓰기', '가지', '기능', '장치', '효율', '전달', '방식', '둘째', '영역', '글쓰기', '사고', '체험', '영역', '셋째', '고정', '관념', '우리', '현실', '성찰', '계기', '마련', '넷째', '세계', '성찰', '인식', '수단', '효과', '표현', '능력']"
563,"['대학생활', '사회생활', '원활', '의사소통', '필요', '글쓰기능력', '함양', '마련', '전반부', '요건', '주제잡기', '구성과개요', '바른문장쓰기', '맞춤법', '글쓰기', '일반', '후반부', '목적', '자기', '소개서', '학술보고서', '쓰기', '글쓰기', '쓰기', '대학생활', '사회생활', '글쓰기', '커리큘럼', '구성', '방식', '진행', '예정', '글쓰기', '자신', '생각', '표현', '생각', '상상력', '창의', '사고력', '현대사회', '사고방식', '상상력', '창의', '사고력', '요구', '선입견', '고정', '관념', '제거', '생각', '대상', '인식', '대상', '인식', '자아', '정체', '확립', '핵심']"
564,"['아카데믹', '학부생', '활동', '기초', '글쓰기', '전반', '이해', '실행', '능력', '향상', '도모', '의사소통', '중요', '시대', '환경', '글쓰기', '개념', '가치', '필요', '기술', '발전', '방향', '이해', '적용', '창의', '사고', '배양', '밑거름', '글쓰기', '필요', '글쓰기', '변화', '적용', '방법', '모색', '글쓰기', '양상', '소개', '글쓰기', '양식', '연습', '이론', '영상', '과제', '작성', '피드백', '구성', '원칙', '블랙보드', '진행', '네트워크', '활성', '단톡방', '운영', '영상']"
565,"['현대사회', '중요', '경쟁력', '가운데', '하나', '글쓰기능력', '발표력', '창의', '교양인', '양성', '기초', '지식', '준비', '과정', '문화', '현상', '탐색', '활동', '글쓰기능력', '자기', '자신', '이해', '다양', '사고', '훈련', '토론', '필요', '해당', '교재', '커리큘럼', '학생', '적극', '요구', '글쓰기', '글쓰기', '실제', '연습', '목적', '글쓰기능력', '함양']"
566,"['현대사회', '중요', '경쟁력', '가운데', '하나', '글쓰기능력', '발표력', '창의', '교양인', '양성', '기초', '지식', '준비', '과정', '문화', '현상', '탐색', '활동', '글쓰기능력', '자기', '자신', '이해', '다양', '사고', '훈련', '토론', '필요', '해당', '교재', '커리큘럼', '학생', '적극', '요구', '글쓰기', '글쓰기', '실제', '연습', '목적', '글쓰기능력', '함양', '글쓰기', '주별', '계획', '과제', '상세', '내용', '담당', '교수', '해당', '시간', '소개', '예정']"
567,"['아카데믹', '학부생', '활동', '기초', '글쓰기', '전반', '이해', '실행', '능력', '향상', '도모', '의사소통', '중요', '시대', '환경', '글쓰기', '개념', '가치', '필요', '기술', '발전', '방향', '이해', '적용', '창의', '사고', '배양', '밑거름', '글쓰기', '필요', '글쓰기', '변화', '적용', '방법', '모색', '글쓰기', '양상', '소개', '글쓰기', '양식', '연습', '이론', '영상', '과제', '작성', '피드백', '구성', '원칙', '블랙보드', '진행', '네트워크', '활성', '단톡방', '운영', '영상']"
568,"['설명', '주입', '위주', '교육', '지양', '자유', '창의', '사고', '대학', '글쓰기', '소양', '분야', '실용', '글쓰기', '체득', '대학', '사회생활', '필요', '실용', '글쓰기능력', '배양', '중점', '아카데믹', '글쓰기', '달성', '교육', '첫째', '글쓰기', '가지', '기능', '장치', '효율', '전달', '방식', '둘째', '설명', '묘사', '서사', '논증', '다양', '서술', '방식', '보고서', '자기', '소개서', '실용', '글쓰기능력', '셋째', '수단', '효과', '표현', '능력', '원격수업', '방법']"
569,"['교과', '우리', '사회', '요구', '능력', '리더', '요건', '제시', '창조', '비판', '사유능력', '정확', '표현', '능력', '마련', '교과', '대상', '세계', '인간', '인식', '연습', '창조', '비판', '실제', '표현', '훈련', '지속', '실행', '교과', '사회', '필요', '인재', '자질', '함양', '성숙', '인간', '교양인', '자질', '함양']"
570,"['대학생활', '사회생활', '원활', '의사소통', '필요', '글쓰기능력', '함양', '마련', '전반부', '요건', '주제잡기', '구성과개요', '바른문장쓰기', '맞춤법', '글쓰기', '일반', '후반부', '목적', '자기', '소개서', '학술보고서', '쓰기', '글쓰기', '쓰기', '대학생활', '사회생활', '글쓰기', '커리큘럼', '구성', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트', '요건', '이해', '주제잡기', '서술', '방식', '글쓰기', '전반', '이론', '대학생활', '사회', '진출', '필요', '글쓰기', '실제', '단계', '이론', '중간시험', '글쓰기', '리포트', '기말', '필답시험', '대면', '단계', '이론', '중간시험', '기말시험', '글쓰기', '리포트']"
571,"['설명', '주입', '위주', '교육', '지양', '자유', '창의', '사고', '대학', '글쓰기', '소양', '분야', '실용', '글쓰기', '체득', '대학', '사회생활', '필요', '실용', '글쓰기능력', '배양', '중점', '아카데믹', '글쓰기', '달성', '교육', '첫째', '글쓰기', '가지', '기능', '장치', '효율', '전달', '방식', '둘째', '설명', '묘사', '서사', '논증', '다양', '서술', '방식', '보고서', '자기', '소개서', '실용', '글쓰기능력', '셋째', '수단', '효과', '표현', '능력', '원격수업', '방법']"
572,"['필요', '자질', '글쓰기', '과정', '자신', '생각', '정확', '표현', '시간', '반복', '훈련', '생각', '그것', '표현', '능력', '자신', '저장고', '지향', '필요', '자질', '반복', '훈련', '자신', '스타일', '에세이', '창작', '진행']"
573,"['목적', '글쓰기', '기초', '지식', '습득', '연습', '일상', '생활', '효과', '활용', '글쓰기능력', '함양', '대학', '사회생활', '필요', '최소한', '기초', '능력', '시작', '논리', '비판', '능력', '문제해결능력', '배양', '중점', '주입', '위주', '국어', '작문', '교육', '자유', '창의', '상상력', '합리', '비판', '사고', '표현', '능력', '배양', '교과', '현대사회', '요구', '능력', '리더', '요건', '제시', '창조', '비판', '사유능력', '정확', '표현', '능력', '마련', '대부분', '학생', '글쓰기', '부담', '거부', '부정', '해소', '글쓰기능력', '중요', '인식', '글쓰기', '기초', '이론', '중점', '동시', '담당', '교수', '첨삭', '지도', '창조', '사고', '형식', '표현', '정확', '글쓰기능력', '함양', '문제', '파악', '해결', '과정', '논리', '사고', '논거', '논리', '전개', '표현', '표현', '능력', '발전', '도모', '진행', '기말시험', '대면', '원칙', '정부', '방역', '체계', '강화', '전환']"
574,"['글쓰기', '주변', '사물', '현상', '이해', '해석', '일련', '과정', '언어', '표현', '세상', '소통', '아카데믹', '쓰기', '주체', '능력', '비판', '사고력', '표현', '글쓰기', '타인', '소통', '능력', '증진', '우리', '세상', '소통', '세상', '원활', '소통', '자신', '생각', '의견', '논리', '표현', '거기', '자신', '생각', '감성', '오롯', '표현', '상대방', '공감', '이성', '감성', '계발', '소통', '능력', '증진', '글쓰기능력', '개인', '고정관념', '시각', '세계', '능력', '창의', '사고', '바탕', '목적', '글쓰기능력', '함양', '활용', '실시간', '상강', '진행', '종료', '전환']"
575,"['글로벌', '시대', '전문', '어학', '능력', '바탕', '국제', '안목', '전방위형', '인재', '필요', '초급', '중국어', '한양대', '학교', 'G2교육', '강화', '기획', '미국', '대적', '신흥강국', '부상', '중국', '교류', '학생', '능동', '자신', '활로', '개척', '도움', '개설', '신입생', '전체', '대상', '공통기초필수', '최근', '국제', '정세', '교육', '과정', '선구', '기획', '일환', '강좌', '목적', '향후', '관계', '주역', '성장', '미래', '세대', '핵심', '중국어', '회화표현', '듣기', '읽기', '쓰기', '체계', '훈련', '초급단계', '중국어', '실력', '배양', '중국', '정치', '경제', '사회', '문화', '지식', '함양', '해당', '강좌', '시간', '구성', '학점', '배정', '초급', '중국어', '중국어', '학생', '대상', '개설', '입문', '과정', '강좌', '중국어', '발음기', '호인', '한어병음', '시작', '초급', '어휘', '문장', '구조', '생활', '활용', '가능', '회화', '반복', '연습', '강좌', '기본문형', '제시', '대상', '범위', '회화', '훈련', '치환', '연습', '문법', '설명', '연습문제', '풀이', '진행', '마지막', '중국', '정치', '경제', '사회', '문화', '분석', '중국인', '방식', '주제', '중국', '이해', '시간', '위주', '진행', '실시간', '화상']"
576,"['글로벌', '시대', '전문', '어학', '능력', '바탕', '국제', '안목', '전방위형', '인재', '필요', '초급', '중국어', '한양대', '학교', 'G2교육', '강화', '기획', '미국', '대적', '신흥강국', '부상', '중국', '교류', '학생', '능동', '자신', '활로', '개척', '도움', '개설', '신입생', '전체', '대상', '공통기초필수', '최근', '국제', '정세', '교육', '과정', '선구', '기획', '일환', '강좌', '목적', '향후', '관계', '주역', '성장', '미래', '세대', '핵심', '중국어', '회화표현', '듣기', '읽기', '쓰기', '체계', '훈련', '초급단계', '중국어', '실력', '배양', '중국', '정치', '경제', '사회', '문화', '지식', '함양', '해당', '강좌', '시간', '구성', '학점', '배정', '초급', '중국어', '중국어', '학생', '대상', '개설', '입문', '과정', '강좌', '중국어', '발음기', '호인', '한어병음', '시작', '초급', '어휘', '문장', '구조', '생활', '활용', '가능', '회화', '반복', '연습', '강좌', '기본문형', '제시', '대상', '범위', '회화', '훈련', '치환', '연습', '문법', '설명', '연습문제', '풀이', '진행', '마지막', '중국', '정치', '경제', '사회', '문화', '분석', '중국인', '방식', '주제', '중국', '이해', '시간', '위주', '진행', '실시간', '화상']"
577,"['글로벌', '시대', '전문', '어학', '능력', '바탕', '국제', '안목', '전방위형', '인재', '필요', '초급', '중국어', '한양대', '학교', 'G2교육', '강화', '기획', '미국', '대적', '신흥강국', '부상', '중국', '교류', '학생', '능동', '자신', '활로', '개척', '도움', '개설', '신입생', '전체', '대상', '공통기초필수', '최근', '국제', '정세', '교육', '과정', '선구', '기획', '일환', '강좌', '목적', '향후', '관계', '주역', '성장', '미래', '세대', '핵심', '중국어', '회화표현', '듣기', '읽기', '쓰기', '체계', '훈련', '초급단계', '중국어', '실력', '배양', '중국', '정치', '경제', '사회', '문화', '지식', '함양', '해당', '강좌', '시간', '구성', '학점', '배정', '이번', '원격수업', '진행', '예정']"
578,"['글로벌', '시대', '전문', '어학', '능력', '바탕', '국제', '안목', '전방위형', '인재', '필요', '초급', '중국어', '한양대', '학교', 'G2교육', '강화', '기획', '미국', '대적', '신흥강국', '부상', '중국', '교류', '학생', '능동', '자신', '활로', '개척', '도움', '개설', '신입생', '전체', '대상', '공통기초필수', '최근', '국제', '정세', '교육', '과정', '선구', '기획', '일환', '강좌', '목적', '향후', '관계', '주역', '성장', '미래', '세대', '핵심', '중국어', '회화표현', '듣기', '읽기', '쓰기', '체계', '훈련', '초급단계', '중국어', '실력', '배양', '중국', '정치', '경제', '사회', '문화', '지식', '함양', '해당', '강좌', '시간', '구성', '학점', '배정', '이번', '원격수업', '진행', '예정']"
579,"['중국어', '초학자', '대상', '중국어', '발음', '성조', '기반', '초보', '어휘', '표현', '어법', '숙지', '일생', '생활', '위주', '실용', '기초', '중국어', '회화', '실력', '중국어', '학생', '중국어', '기초', '모습', '계획', '회화', '연습', '방면', '중국', '접촉', '현재', '사회', '진출', '준비', '대학생', '중국인', '중국', '문화', '이해', '도구', '획득', '향후', '상호', '교류', '개인', '국가', '이익', '창출', '계기', '마련', '걸음', '인생', '중국어', '자신', '무기', '향후', '중국어', '공부', '지속', '원동력', '초급', '중국어', '과정', '정열', '중국어', '발음', '성조', '전체', '중국어', '차지', '정도', '중요', '관건', '중국어', '한국어', '어휘', '방면', '공통', '중국어', '특징', '파악', '외국어', '기간', '효과', '만족', '이유', '학생', '중국어', '자신', '무기', '기초', '향후', '자신', '시너지', '효과', '중국', '문화', '이해', '기초', '과정', '중급', '고급', '회화', '견인차', '역할', '중국어', '발음', '성조', '상용', '어휘', '구문', '연마', '중점', '실시간', '화상강의', '진행', '중간고사', '대면', '원칙', '실시간', '화상강의', '시간', '한양대', '시스템', '진행']"
580,"['중국어', '초학자', '대상', '중국어', '발음', '성조', '기반', '초보', '어휘', '표현', '어법', '숙지', '일생', '생활', '위주', '실용', '기초', '중국어', '회화', '실력', '중국어', '학생', '중국어', '기초', '모습', '계획', '회화', '연습', '방면', '중국', '접촉', '현재', '사회', '진출', '준비', '대학생', '중국인', '중국', '문화', '이해', '도구', '획득', '향후', '상호', '교류', '개인', '국가', '이익', '창출', '계기', '마련', '걸음', '인생', '중국어', '자신', '무기', '향후', '중국어', '공부', '지속', '원동력', '초급', '중국어', '과정', '정열', '중국어', '발음', '성조', '전체', '중국어', '차지', '정도', '중요', '관건', '중국어', '한국어', '어휘', '방면', '공통', '중국어', '특징', '파악', '외국어', '기간', '효과', '만족', '이유', '학생', '중국어', '자신', '무기', '기초', '향후', '자신', '시너지', '효과', '중국', '문화', '이해', '기초', '과정', '중급', '고급', '회화', '견인차', '역할', '중국어', '발음', '성조', '상용', '어휘', '구문', '연마', '중점', '실시간', '화상강의', '진행', '중간고사', '대면', '원칙', '실시간', '화상강의', '시간', '한양대', '시스템', '진행']"
581,"['글로벌', '시대', '전문', '어학', '능력', '바탕', '국제', '안목', '전방위형', '인재', '필요', '초급', '중국어', '한양대', '학교', 'G2교육', '강화', '기획', '미국', '대적', '신흥강국', '부상', '중국', '교류', '학생', '능동', '자신', '활로', '개척', '도움', '개설', '신입생', '전체', '대상', '공통기초필수', '최근', '국제', '정세', '교육', '과정', '선구', '기획', '일환', '강좌', '목적', '향후', '관계', '주역', '성장', '미래', '세대', '핵심', '중국어', '회화표현', '듣기', '읽기', '쓰기', '체계', '훈련', '초급단계', '중국어', '실력', '배양', '중국', '정치', '경제', '사회', '문화', '지식', '함양', '초급', '중국어', '중국어', '학생', '대상', '개설', '입문', '과정', '강좌', '중국어', '발음기', '호인', '한어병음', '초급', '어휘', '문장', '구조', '언어', '문화', '사회', '경제', '배경', '지식', '중국', '이해', '내용', '범위', '훈련', '내용', '정리', '진행', '해당', '강좌', '시간', '구성', '학점', '배정', '사태', '대응', '기간', '진행']"
