0,20002
1,20003
2,20004
3,20005
4,20013
5,20014
6,20015
7,20016
8,20017
9,20018
10,20019
11,20020
12,20021
13,20022
14,20023
15,20024
16,20025
17,20026
18,20027
19,20028
20,20030
21,20032
22,20033
23,20034
24,20035
25,20036
26,20037
27,20038
28,20040
29,20041
30,20042
31,20043
32,20044
33,20045
34,20046
35,20047
36,20048
37,20049
38,20050
39,20051
40,20052
41,20053
42,20054
43,20055
44,20056
45,20057
46,20058
47,20059
48,20060
49,20061
50,20062
51,20063
52,20064
53,20065
54,20066
55,20067
56,20068
57,20069
58,20070
59,20071
60,20072
61,20073
62,20074
63,20075
64,20076
65,20077
66,20078
67,20088
68,20089
69,20090
70,20091
71,20093
72,20094
73,20095
74,20096
75,20097
76,20098
77,20100
78,20101
79,20102
80,20103
81,20104
82,20105
83,20106
84,20107
85,20108
86,20109
87,20110
88,20111
89,20112
90,20113
91,20114
92,20115
93,20116
94,20117
95,20118
96,20119
97,20120
98,20121
99,20122
100,20123
101,20124
102,20125
103,20126
104,20127
105,20129
106,20130
107,20131
108,20132
109,20133
110,20134
111,20135
112,20136
113,20137
114,20138
115,20139
116,20140
117,20141
118,20142
119,20143
120,20144
121,20145
122,20146
123,20147
124,20148
125,20150
126,20151
127,20152
128,20153
129,20154
130,20155
131,20156
132,20157
133,20158
134,20159
135,20160
136,20161
137,20162
138,20163
139,20164
140,20165
141,20166
142,20167
143,20168
144,20169
145,20170
146,20171
147,20172
148,20173
149,20174
150,20175
151,20176
152,20177
153,20178
154,20179
155,20180
156,20181
157,20182
158,20183
159,20184
160,20185
161,20186
162,20187
163,20188
164,20189
165,20190
166,20191
167,20192
168,20193
169,20194
170,20195
171,20196
172,20197
173,20198
174,20199
175,20200
176,20201
177,20203
178,20204
179,20205
180,20206
181,20207
182,20208
183,20209
184,20210
185,20211
186,20212
187,20213
188,20214
189,20215
190,20216
191,20217
192,20218
193,20219
194,20220
195,20221
196,20222
197,20223
198,20224
199,20225
200,20226
201,20227
202,20228
203,20229
204,20230
205,20231
206,20232
207,20233
208,20234
209,20235
210,20236
211,20237
212,20238
213,20239
214,20247
215,20248
216,20249
217,20257
218,20258
219,20259
220,20267
221,20268
222,20269
223,20277
224,20278
225,20279
226,20287
227,20288
228,20293
229,20294
230,20296
231,20297
232,20298
233,20299
234,20300
235,20301
236,20302
237,20303
238,20304
239,20305
240,20306
241,20309
242,20310
243,20311
244,20312
245,20313
246,20314
247,20315
248,20316
249,20317
250,20318
251,20319
252,20320
253,20322
254,22975
255,22992
256,23000
257,23002
258,23003
259,23004
260,23022
261,23029
262,23037
263,23045
264,23054
265,23060
266,23070
267,23078
268,23080
269,23081
270,23086
271,23094
272,23103
273,23104
274,23114
275,23127
276,23139
277,23140
278,23160
279,23178
280,23194
281,23234
282,23237
283,23266
284,23274
285,23283
286,23297
287,23305
288,23307
289,23308
290,23316
291,23317
292,23326
293,23342
294,23349
295,23373
296,23375
297,23377
298,23391
299,23395
300,23396
301,23397
302,23398
303,23399
304,23431
305,23447
306,23449
307,23450
308,23451
309,23469
310,23488
311,23493
312,23502
313,23511
314,23538
315,23554
316,23556
317,23557
318,23566
319,23570
320,23590
321,23591
322,23596
323,23627
324,23628
325,23629
326,23639
327,23642
328,23655
329,23661
330,23672
331,23676
332,23687
333,23697
334,23705
335,23709
336,23721
337,23733
338,23745
339,23778
340,23791
341,23805
342,23877
343,23896
344,23897
345,23898
346,23899
347,23900
348,23901
349,23902
350,23903
351,23905
352,23906
353,23907
354,23908
355,23909
356,23910
357,23929
358,23930
359,23931
360,23932
361,23933
362,23934
363,23935
364,23936
365,23937
366,23938
367,23940
368,23941
369,23944
370,23945
371,23948
372,23949
373,23950
374,23951
375,23954
376,24045
377,24046
378,24050
379,24051
380,24052
381,24071
382,24072
383,24073
384,24074
385,24075
386,24076
387,24077
388,24078
389,24079
390,24104
391,24105
392,24106
393,24107
394,24108
395,24109
396,24128
397,24129
398,24130
399,24131
400,24144
401,24145
402,24146
403,24147
404,24148
405,24149
406,24150
407,24151
408,24152
409,24153
410,24154
411,24155
412,24174
413,24175
414,24176
415,24177
416,24198
417,24199
418,24200
419,24213
420,24215
421,24216
422,24217
423,24218
424,24219
425,24221
426,24223
427,24224
428,24226
429,24227
430,24228
431,24229
432,24230
433,24270
434,24271
435,24272
436,24273
437,24274
438,24276
439,24289
440,24290
441,24291
442,24292
443,24293
444,24294
445,24320
446,24321
447,24322
448,24323
449,24324
450,24325
451,24326
452,24327
453,24328
454,24329
455,24330
456,24331
457,24332
458,24333
459,24367
460,24368
461,24369
462,24370
463,24371
464,24373
465,24374
466,24375
467,24376
468,24377
469,24378
470,24379
471,24380
472,24381
473,24382
474,24383
475,24384
476,24385
477,24386
478,24387
479,24388
480,24389
481,24390
482,24391
483,24392
484,24393
485,24394
486,24395
487,24396
488,24397
489,24398
490,24399
491,24400
492,24401
493,24402
494,24403
495,24404
496,24405
497,24406
498,24407
499,24408
500,24409
501,24411
502,24412
503,24413
504,24414
505,24415
506,24416
507,24417
508,24418
509,24419
510,24423
511,24424
512,24425
513,24426
514,24427
515,24429
516,24430
517,24431
518,24437
519,24438
520,24439
521,24440
522,24441
523,24442
524,24443
525,24445
526,24446
527,24447
528,24448
529,24449
530,24450
531,24451
532,24452
533,24453
534,24454
535,24455
536,24456
537,24457
538,24458
539,24459
540,24460
541,24461
542,24462
543,24463
544,24464
545,24465
546,24466
547,24467
548,24468
549,24469
550,24470
551,24471
552,24472
553,24473
554,24474
555,24475
556,24476
557,24477
558,24478
559,24479
560,24480
561,24481
562,24482
563,24483
564,24484
565,24485
566,24486
567,24488
568,24489
569,24490
570,24491
571,24492
572,24493
573,24494
574,24495
575,24496
576,24497
577,24498
578,24499
579,24500
580,24501
581,24502
582,24503
583,24504
584,24505
585,24506
586,24507
587,24508
588,24509
589,24510
590,24511
591,24512
592,24513
593,24514
594,24515
595,24516
596,24517
597,24518
598,24519
599,24520
600,24521
601,24522
602,24523
603,24524
604,24525
605,24526
606,24527
607,24528
608,24529
609,24530
610,24531
611,24532
612,24533
613,24534
614,24535
615,24536
616,24537
617,24538
618,24539
619,24540
620,24541
621,24542
622,24543
623,24544
624,24545
625,24546
626,24547
627,24548
628,24549
629,24550
630,24551
631,24552
632,24553
633,24554
634,24555
635,24556
636,24557
637,24558
638,24559
639,24560
640,24561
641,24562
642,24563
643,24564
644,24565
645,24566
646,24567
647,24568
648,24569
649,24570
650,24571
651,24572
652,24573
653,24574
654,24575
655,24576
656,24577
657,24578
658,24579
659,24580
660,24581
661,24582
662,24584
663,24585
664,24586
665,24587
666,24588
667,24589
668,24590
669,24591
670,24595
671,24596
672,24597
673,24878
